Transaction_ID,Transaction_Date,Transaction_Amount,Transaction_Status,Transaction_Type,Customer_ID,Customer_Name,Gender,DOB,Email,Phone,Customer_City,Card_ID,Card_Type,Issuer_Bank,Card_Tier,Expiry_Date,Merchant_ID,Merchant_Name,Merchant_Category,Merchant_Country,Location_ID,City,State,Country
T1193,2025-04-23,79598.7,Success,POS,C1193,Juan Silva,F,1959-07-13,juan.silva@outlook.com,9905565053,Bangalore,Card1193,Debit,"Butler, Hernandez and Rivera",Platinum,2026-09-18,M1193,Hudson-Sanchez,Grocery,Inda,L1193,Kochi,Uttar Pradesh,India
T1194,2024-08-22,3835.76,Failed,Online,C1194,Roberto Levy,F,1989-01-07,roberto.levy@outlook.com,8720838351,Chandigarh,Card1194,Credit,"Singh, Murray and Oconnor",Platinum,2028-05-05,M1194,Jackson-Cortez,Travel,india,L1194,Chandigarh,West Bengal,india
T1195,2024-07-05,52105.71,Fraudulent,Online,C1195,Tina Warren DVM,O,1956-12-30,tina.warren.dvm@yahoo.com,6475096504,Kolkata,Card1195,Credit,Landry Ltd,Silver,2030-01-31,M1195,Duran Group,Travel,india,L1195,Mumbai,West Bengal,India
T1196,2023-10-06,2996.37,Success,Online,C1196,Chris Robinson,F,2001-10-22,chris.robinson@gmail.com,8529851385,Bangalore,Card1196,Credit,Brooks-Williamson,Silver,2027-06-11,M1196,"Peck, Durham and Hopkins",Electronics,Inda,L1196,Hyderabad,West Bengal,india
T1197,2023-07-04,14457.8,FAIL,ATM,C1197,Alexandra Moreno,F,1944-12-03,alexandra.moreno@gmail.com,9508603674,Lucknow,Card1197,Credit,Nichols-Mitchell,Platinum,2029-12-31,M1197,"Li, Craig and Drake",Travel,india,L1197,Ahmedabad,Karnataka,India
T1198,2025-05-28,40141.57,sucsess,POS,C1198,Kelly Allen,O,1956-09-02,kelly.allen@rediffmail.com,8761187367,Delhi,Card1198,Credit,"Fox, Ochoa and Adams",Gold,2026-05-20,M1198,Miller-Chung,Grocery,Inda,L1198,Kochi,Uttar Pradesh,india
T1199,2024-06-12,59866.09,FAIL,pos,C1199,Courtney Sutton DVM,F,1982-12-03,courtney.sutton.dvm@yahoo.com,6778153043,Ahmedabad,Card1199,Credit,"Frey, Santos and Johnson",Silver,2027-07-17,M1199,Gray-Tran,Retail,India,L1199,Chennai,Gujarat,Inda
T1200,2023-08-04,51091.35,Failed,ATM,C1200,Angela Bruce,M,1987-10-21,angela.bruce@rediffmail.com,8276997995,Hyderabad,Card1200,Credit,"Mueller, Knight and Hodge",,2025-07-21,M1200,Jacobson Inc,Travel,India,L1200,Kolkata,Karnataka,India
T1201,2023-12-17,67039.6,Failed,Online,C1201,Anthony Jones,M,1958-11-10,anthony.jones@outlook.com,9356413981,Bangalore,Card1201,Credit,Lam-Elliott,Gold,2030-04-17,M1201,White LLC,Grocery,India,L1201,Chennai,Uttar Pradesh,india
T1202,2023-07-04,41142.7,FAIL,atm,C1202,Robert Nicholson,F,1958-07-27,robert.nicholson@rediffmail.com,9554316582,Bangalore,Card1202,Credit,Evans PLC,Platinum,2030-06-19,M1202,Knight Group,Electronics,Inda,L1202,Mumbai,Tamil Nadu,Inda
T1203,2024-11-28,90368.17,FAIL,Online,C1203,Perry Taylor,F,2005-06-25,perry.taylor@outlook.com,6562666655,Ahmedabad,Card1203,Debit,"Ramsey, Mason and Mccann",Gold,2030-01-26,M1203,Davis and Sons,Travel,india,L1203,Chennai,Karnataka,Inda
T1204,2025-04-03,25279.89,FAIL,ATM,C1204,Lisa Larson,F,1949-08-24,lisa.larson@outlook.com,9556270410,Kolkata,Card1204,Credit,Johnson-Nelson,Platinum,2028-05-15,M1204,Henry-Kelly,Grocery,Inda,L1204,Ahmedabad,Telangana,India
T1205,2024-04-08,63793.71,Failed,atm,C1205,Mary Miller,O,1973-11-10,mary.miller@rediffmail.com,6301914972,Hyderabad,Card1205,Credit,"Phillips, Wright and Jones",Silver,2027-01-20,M1205,Moore-Dawson,Electronics,india,L1205,Ahmedabad,West Bengal,india
T1206,2024-10-26,91779.44,Fraudulent,pos,C1206,Brian Smith,O,1954-12-21,brian.smith@yahoo.com,9418094696,Kolkata,Card1206,Debit,Wallace-Juarez,Silver,2028-10-14,M1206,Anderson and Sons,Electronics,india,L1206,Delhi,Kerala,India
T1207,2024-05-21,9284.93,FAIL,onlne,C1207,Jennifer Johnson,M,1975-01-07,jennifer.johnson@yahoo.com,6680014221,Kochi,Card1207,Credit,Spencer-Carlson,Silver,2030-03-18,M1207,Shields-Smith,Grocery,india,L1207,Kochi,Tamil Nadu,India
T1208,2024-05-08,38341.62,Fraudulent,Online,C1208,Kristin Haney,F,1970-11-11,kristin.haney@rediffmail.com,6692497310,Kolkata,Card1208,Credit,Armstrong and Sons,Gold,2026-03-12,M1208,"James, Taylor and Turner",Grocery,Inda,L1208,Lucknow,Tamil Nadu,Inda
T1209,2024-07-09,93296.08,sucsess,ATM,C1209,Donald Evans,M,1954-05-28,donald.evans@rediffmail.com,6971052481,Hyderabad,Card1209,Debit,Ward and Sons,Platinum,2026-01-04,M1209,"Weber, Wheeler and Gonzalez",Electronics,india,L1209,Lucknow,Uttar Pradesh,Inda
T1210,2023-09-13,81815.87,sucsess,Online,C1210,James Skinner,O,1953-09-10,james.skinner@yahoo.com,123,Chandigarh,Card1210,Debit,Brock-Rivera,Gold,2028-01-24,M1210,Jordan-Colon,Retail,india,L1210,Chandigarh,Telangana,India
T1211,2024-11-08,19027.5,Success,POS,C1211,Larry Dominguez,M,1984-12-02,larry.dominguez@outlook.com,7596231648,Kochi,Card1211,Credit,Edwards-Oconnell,Silver,2026-08-18,M1211,Carter-Neal,Travel,india,L1211,Chandigarh,Gujarat,India
T1212,2024-07-07,65417.77,sucsess,atm,C1212,Douglas Hartman,M,1983-08-30,douglas.hartman@gmail.com,7864681590,Delhi,Card1212,Credit,Wilson-Elliott,,2027-07-15,M1212,"Osborn, White and Saunders",Travel,India,L1212,Ahmedabad,Kerala,India
T1213,2023-07-12,96472.77,Failed,Online,C1213,Christine Salinas,O,1993-12-16,christine.salinas@gmail.com,7023874165,Chennai,Card1213,Debit,"Jones, Abbott and Pope",Gold,2029-05-26,M1213,"Porter, Schultz and Allen",Electronics,India,L1213,Hyderabad,Punjab,India
T1214,2024-11-14,77279.01,Failed,POS,C1214,Angela Ewing,M,1954-12-18,angela.ewing@gmail.com,9704010684,Kolkata,Card1214,Debit,Aguilar-Ferguson,Silver,2029-01-26,M1214,"Barnes, Johnson and Schmitt",Retail,Inda,L1214,Chennai,Gujarat,Inda
T1215,2024-12-17,20890.06,Success,POS,C1215,Suzanne Rodriguez,M,2005-05-30,suzanne.rodriguez@outlook.com,6519968954,Chennai,Card1215,Debit,Sandoval LLC,Silver,2030-01-15,M1215,Holland Inc,Retail,India,L1215,Hyderabad,West Bengal,India
T1216,2024-09-01,92493.65,Failed,POS,C1216,Erin Hogan,M,1988-05-14,erin.hogan@rediffmail.com,123,Ahmedabad,Card1216,Credit,Smith LLC,Silver,2028-11-14,M1216,Dixon PLC,Travel,india,L1216,Delhi,Telangana,India
T1217,2024-08-28,13726.82,Failed,onlne,C1217,James Ford,F,1983-12-23,james.ford@gmail.com,9832448194,Kolkata,Card1217,Credit,"Chapman, Mason and Cooper",Silver,2030-05-14,M1217,Webb LLC,Retail,india,L1217,Chennai,Maharashtra,india
T1218,2024-05-10,99566.87,FAIL,pos,C1218,Todd Thomas,F,2007-02-12,todd.thomas@outlook.com,8676619808,Kolkata,Card1218,Credit,Cooper-Mueller,Platinum,2026-03-15,M1218,"Webb, Alvarez and Kim",Grocery,india,L1218,Lucknow,Kerala,India
T1219,2024-12-14,49578.98,Success,atm,C1219,Andrew Page,M,1975-04-06,andrew.page@yahoo.com,6409754386,Lucknow,Card1219,Credit,Sweeney Ltd,Gold,2028-03-08,M1219,Byrd and Sons,Retail,India,L1219,Ahmedabad,West Bengal,India
T1220,2025-06-13,33357.32,Success,ATM,C1220,Kristen Rivera,F,1994-11-11,kristen.rivera@gmail.com,9784734680,Kolkata,Card1220,Credit,Mullen-Hall,Silver,2027-07-19,M1220,Soto-Lopez,Travel,Inda,L1220,Bangalore,Punjab,Inda
T1221,2024-11-13,93920.88,FAIL,onlne,C1221,Lucas Gonzalez,M,1973-11-17,lucas.gonzalez@rediffmail.com,6315072921,Delhi,Card1221,Debit,"Jordan, Smith and Lewis",Gold,2028-11-02,M1221,Goodwin-Stokes,Electronics,india,L1221,Bangalore,Maharashtra,india
T1222,2023-08-09,17963.3,Success,Online,C1222,Kimberly Diaz,M,1983-10-06,kimberly.diaz@gmail.com,8436698180,Kolkata,Card1222,Credit,Ellis LLC,Gold,2026-05-04,M1222,"Huffman, Rose and Fowler",Grocery,Inda,L1222,Bangalore,West Bengal,india
T1223,2024-09-27,64640.52,Fraudulent,pos,C1223,Hannah Bruce,O,1970-12-02,hannah.bruce@yahoo.com,9462082964,Chandigarh,Card1223,Debit,"Thompson, Nunez and Mcbride",Platinum,2028-10-23,M1223,"Lawrence, Powers and Edwards",Travel,India,L1223,Kolkata,Delhi,india
T1224,2023-12-24,23866.74,Success,ATM,C1224,Michael Dixon,O,1965-04-03,michael.dixon@gmail.com,8419729866,Chennai,Card1224,Debit,Carlson-Andrews,Silver,2026-06-20,M1224,Lopez-Reid,Retail,Inda,L1224,Hyderabad,Telangana,India
T1225,2024-12-11,70574.59,sucsess,ATM,C1225,Katherine Taylor,O,2007-01-08,katherine.taylor@yahoo.com,6944143079,Chennai,Card1225,Debit,Wilkinson-Harvey,Silver,2026-12-12,M1225,Crane-Washington,Retail,India,L1225,Chandigarh,Maharashtra,india
T1226,2023-11-20,95766.61,FAIL,pos,C1226,Kathy Simpson,M,1999-12-13,kathy.simpson@yahoo.com,6361577108,Ahmedabad,Card1226,Debit,"Vasquez, Mckinney and Wallace",Platinum,2028-09-26,M1226,Miller Inc,Travel,india,L1226,Chennai,Uttar Pradesh,india
T1227,2025-03-01,42440.84,sucsess,POS,C1227,Donald Medina,O,1996-04-06,,8980749828,Kochi,Card1227,Credit,Norman PLC,Gold,2027-05-08,M1227,"Barton, Simpson and Dixon",Travel,India,L1227,Kochi,Uttar Pradesh,India
T1228,2024-09-08,83475.06,Fraudulent,pos,C1228,,O,1952-03-30,,8457711350,Ahmedabad,Card1228,Credit,"Morrow, Richardson and Carson",,2027-10-02,M1228,Wolf Group,,india,L1228,Kolkata,Gujarat,India
T1229,2024-08-19,97428.45,Success,ATM,C1229,Ronald Potter,O,1959-05-06,ronald.potter@rediffmail.com,7074953442,Kochi,Card1229,Credit,Golden-Johnson,Silver,2029-02-01,M1229,Bailey-Montoya,Grocery,india,L1229,Ahmedabad,Tamil Nadu,india
T1230,2024-05-28,31689.42,Fraudulent,ATM,C1230,Cynthia Cochran,O,2003-05-10,cynthia.cochran@rediffmail.com,8026016751,Hyderabad,Card1230,Credit,"Norris, Callahan and Bishop",Gold,2026-06-21,M1230,Martin-Taylor,Retail,India,L1230,Chandigarh,West Bengal,india
T1231,2023-11-29,41792.89,Success,Online,C1231,Laura Patel,M,1999-11-01,laura.patel@yahoo.com,7587569877,Bangalore,Card1231,Debit,"Ryan, Morris and Padilla",Platinum,2027-03-26,M1231,Armstrong-Farley,Electronics,Inda,L1231,Chandigarh,Telangana,India
T1232,2024-07-25,-100.0,sucsess,pos,C1232,Paul Jenkins,M,2005-09-23,,7166329471,Delhi,Card1232,Credit,Riddle Ltd,Platinum,2026-04-13,M1232,Miles and Sons,Retail,india,L1232,Mumbai,West Bengal,India
T1233,2024-01-01,78102.13,FAIL,POS,C1233,Pam Lowe,O,1954-06-04,pam.lowe@gmail.com,7526017253,Kochi,Card1233,Credit,Thomas-Chen,Platinum,2028-03-18,M1233,"Perry, Hayes and Schultz",Grocery,Inda,L1233,Delhi,West Bengal,India
T1234,2025-05-05,98462.81,Success,pos,C1234,Paul Neal,M,1996-10-17,paul.neal@gmail.com,9354913322,Chandigarh,Card1234,Credit,Gibson-Freeman,Gold,2026-04-07,M1234,"Smith, Schroeder and Oconnor",Retail,India,L1234,Hyderabad,Gujarat,India
T1235,2025-01-09,-100.0,sucsess,onlne,C1235,Rebecca Sanders,M,1975-09-02,rebecca.sanders@outlook.com,9249488893,Lucknow,Card1235,Debit,Summers-Simpson,Platinum,2028-07-08,M1235,Clayton-Morgan,Grocery,india,L1235,Lucknow,Kerala,India
T1236,2024-09-12,78970.32,sucsess,ATM,C1236,Rachel Shannon,F,1953-05-11,rachel.shannon@yahoo.com,7359187275,Kochi,Card1236,Debit,Williams Ltd,Platinum,2030-04-15,M1236,Smith-Noble,Electronics,India,L1236,Mumbai,West Bengal,india
T1237,2023-10-22,83048.22,sucsess,onlne,C1237,Tyler Harris,M,1974-07-03,tyler.harris@yahoo.com,123,Chennai,Card1237,Debit,"Blankenship, Khan and Turner",Gold,2029-05-10,M1237,Davis-Ward,Retail,India,L1237,Chandigarh,Gujarat,india
T1238,2023-08-25,3694.51,Failed,atm,C1238,Mario Barber,O,1969-10-11,mario.barber@rediffmail.com,8850798148,Kolkata,Card1238,Credit,Patterson Inc,Silver,2026-11-18,M1238,"Davis, Lewis and Miller",Electronics,india,L1238,Mumbai,Kerala,Inda
T1239,2024-09-25,83709.72,Fraudulent,onlne,C1239,Alexandra Dominguez,O,1959-11-13,alexandra.dominguez@rediffmail.com,7534963930,Bangalore,Card1239,Debit,Mcneil Group,Gold,2029-11-21,M1239,"Anderson, Jones and Reyes",Travel,india,L1239,Hyderabad,Karnataka,Inda
T1240,2025-01-09,47023.02,Success,ATM,C1240,Jacob Evans,F,1999-04-27,jacob.evans@outlook.com,6811506454,Kochi,Card1240,Debit,Ayala-Mullins,Silver,2026-05-06,M1240,May Ltd,Retail,Inda,L1240,Delhi,Telangana,india
T1241,2023-10-10,40262.53,Failed,atm,C1241,Lisa Martin,O,1949-02-16,lisa.martin@outlook.com,8344878520,Mumbai,Card1241,Credit,Bowen-Fuller,Gold,2029-12-26,M1241,Gillespie PLC,Electronics,india,L1241,Delhi,Telangana,India
T1242,2024-12-06,21373.99,sucsess,ATM,C1242,Brian Goodwin,O,1974-07-30,brian.goodwin@outlook.com,8246471078,Chandigarh,Card1242,Debit,"Blair, Bell and Jordan",Platinum,2027-04-27,M1242,Wright Ltd,Grocery,india,L1242,Ahmedabad,Tamil Nadu,India
T1243,2023-08-26,11444.5,Failed,Online,C1243,Michelle Mitchell,M,1961-05-12,michelle.mitchell@outlook.com,9380248626,Kolkata,Card1243,Debit,"Johnson, Boone and Liu",Gold,2030-03-07,M1243,Holmes PLC,Retail,India,L1243,Chennai,West Bengal,India
T1244,2023-11-15,89687.65,Success,pos,C1244,Anthony Hurst,O,1995-05-13,anthony.hurst@outlook.com,7607708320,Chennai,Card1244,Credit,Simpson Inc,Platinum,2028-10-21,M1244,Porter PLC,Retail,Inda,L1244,Kochi,Punjab,india
T1245,2023-08-16,25505.16,FAIL,Online,C1245,Dr. Bonnie Valencia,F,1980-06-03,dr..bonnie.valencia@gmail.com,8353724119,Chandigarh,Card1245,Debit,"Fisher, Payne and Thompson",Silver,2025-07-29,M1245,Best-Townsend,Electronics,india,L1245,Delhi,West Bengal,India
T1246,2023-07-04,60620.89,Success,onlne,C1246,Daniel Livingston,O,1984-06-10,daniel.livingston@outlook.com,123,Delhi,Card1246,Debit,Hunter-Fuller,Gold,2026-01-17,M1246,"Wang, Henderson and Morales",Travel,Inda,L1246,Mumbai,Punjab,India
T1247,2024-10-31,78952.81,Fraudulent,Online,C1247,Diamond Collins,F,1980-12-26,diamond.collins@rediffmail.com,8397281438,Ahmedabad,Card1247,Debit,"Mccall, Mccann and Moore",Gold,2030-01-17,M1247,Myers-Walters,Retail,India,L1247,Kolkata,Punjab,India
T1248,2025-03-31,25035.4,Failed,atm,C1248,Jeffrey Ashley,O,1988-09-10,jeffrey.ashley@outlook.com,6761460235,Lucknow,Card1248,Debit,Brown Inc,Platinum,2026-01-13,M1248,Wilson-Salazar,Grocery,Inda,L1248,Kochi,Telangana,india
T1249,2023-08-03,70155.99,Failed,Online,C1249,Michael Miles,F,1965-07-09,michael.miles@yahoo.com,9982996699,Kochi,Card1249,Debit,Crawford LLC,Silver,2026-12-19,M1249,"Holmes, Carson and Green",Travel,India,L1249,Kochi,Maharashtra,India
T1250,2024-04-05,99521.22,Fraudulent,onlne,C1250,Bailey Yoder,O,1953-02-09,bailey.yoder@rediffmail.com,9171872418,Delhi,Card1250,Debit,Roman-Nelson,Silver,2027-10-05,M1250,Baker PLC,,india,L1250,Delhi,Kerala,india
T1251,2024-10-21,33352.97,Failed,pos,C1251,Ian Porter,F,1949-09-19,ian.porter@rediffmail.com,9136677720,Kochi,Card1251,Credit,"Jackson, Moore and Ayala",,2029-09-10,M1251,"Craig, Wilson and Yang",Electronics,india,L1251,Lucknow,Telangana,India
T1252,2023-06-23,83496.92,Fraudulent,pos,C1252,John Reyes,F,1947-06-21,john.reyes@yahoo.com,9981351101,Kolkata,Card1252,Debit,White Inc,Gold,2025-07-30,M1252,"Pratt, Klein and Rios",Travel,Inda,L1252,Ahmedabad,Tamil Nadu,Inda
T1253,2023-12-13,56129.37,sucsess,pos,C1253,Nathan Nelson,M,1966-05-16,nathan.nelson@rediffmail.com,7014141844,Chennai,Card1253,Credit,Duncan Inc,Silver,2027-08-02,M1253,"Nunez, Williams and Walker",Grocery,India,L1253,Chandigarh,West Bengal,Inda
T1254,2024-07-26,95126.86,Fraudulent,POS,C1254,John Campbell,M,1947-08-07,john.campbell@gmail.com,7407680663,Mumbai,Card1254,Debit,Murphy-Tran,Platinum,2028-11-18,M1254,Wood LLC,Travel,Inda,L1254,Bangalore,Telangana,India
T1255,2024-09-01,96508.43,sucsess,Online,C1255,Dana Richardson,M,1997-11-10,dana.richardson@outlook.com,7206300933,Delhi,Card1255,Credit,Cuevas-Parsons,Gold,2028-01-22,M1255,"Mccullough, Hodges and Sanchez",Grocery,India,L1255,Kolkata,Gujarat,india
T1256,2023-06-26,43467.18,sucsess,Online,C1256,Gregory Franco,M,1972-05-17,gregory.franco@yahoo.com,6854845478,Chandigarh,Card1256,Debit,Tapia Inc,Platinum,2025-09-04,M1256,"Bennett, Rojas and Parker",Grocery,india,L1256,Chandigarh,Punjab,India
T1257,2023-11-28,46519.18,FAIL,ATM,C1257,Tyrone Kaufman,F,1980-07-11,tyrone.kaufman@rediffmail.com,7632455955,Kolkata,Card1257,Credit,Dawson Inc,Silver,2027-07-01,M1257,Morse PLC,Electronics,India,L1257,Chennai,Uttar Pradesh,India
T1258,2024-05-07,67373.54,sucsess,atm,C1258,Paul Carpenter,M,1992-03-01,paul.carpenter@outlook.com,9748398209,Bangalore,Card1258,Debit,"Anderson, Wilkins and Jones",Silver,2028-08-22,M1258,"Brown, Bates and Anderson",Electronics,Inda,L1258,Lucknow,Kerala,Inda
T1259,2024-02-03,24253.84,FAIL,POS,C1259,Jenna Decker,M,1962-03-26,jenna.decker@outlook.com,9801186104,Kolkata,Card1259,Debit,Stewart-Nelson,Gold,2028-02-25,M1259,Harding and Sons,,India,L1259,Chennai,Gujarat,india
T1260,2025-02-16,48800.9,sucsess,atm,C1260,Brian Cole,O,1996-11-18,brian.cole@yahoo.com,9006798755,Kochi,Card1260,Debit,Russell-Herrera,Silver,2030-06-12,M1260,Hayes Group,Electronics,Inda,L1260,Hyderabad,Punjab,India
T1261,2024-01-13,85360.03,sucsess,POS,C1261,Robert Torres,F,2002-06-26,robert.torres@rediffmail.com,8441744556,Lucknow,Card1261,Debit,"Terry, Williams and Huff",Platinum,2026-06-29,M1261,Hernandez-Dawson,Travel,india,L1261,Chennai,Kerala,India
T1262,2024-03-24,67725.09,Failed,atm,C1262,Edwin Wilkins,M,1971-06-09,edwin.wilkins@rediffmail.com,7147942593,Mumbai,Card1262,Debit,Johnson Group,Platinum,2029-11-03,M1262,Hawkins-Pierce,Grocery,india,L1262,Kolkata,Telangana,india
T1263,2023-09-03,82378.66,Success,atm,C1263,Brenda Smith,M,1975-12-01,brenda.smith@outlook.com,6794481167,Chennai,Card1263,Credit,Anderson Group,Gold,2026-05-04,M1263,Parks-Pace,Travel,Inda,L1263,Ahmedabad,Punjab,india
T1264,2023-08-26,71548.45,sucsess,ATM,C1264,Robert Johnson,O,1984-02-06,robert.johnson@outlook.com,7129708421,Delhi,Card1264,Credit,Gonzalez Ltd,Platinum,2030-06-17,M1264,Lamb-Davis,Grocery,India,L1264,Lucknow,Uttar Pradesh,india
T1265,2025-04-10,66051.6,Failed,atm,C1265,Tom Williams,M,2000-11-28,tom.williams@outlook.com,9108903910,Chandigarh,Card1265,Debit,"Hamilton, Ramsey and Crawford",Platinum,2028-04-17,M1265,Vega-Thompson,Travel,Inda,L1265,Hyderabad,Telangana,India
T1266,2023-12-05,8519.66,FAIL,ATM,C1266,Jeremy Hernandez,F,2006-04-14,jeremy.hernandez@yahoo.com,9686643867,Chennai,Card1266,Debit,"Harvey, Sanchez and Phillips",Platinum,2027-01-24,M1266,Andrade-Mendoza,Travel,Inda,L1266,Chennai,Karnataka,India
T1267,2023-08-29,29866.32,Success,pos,C1267,Curtis Wilkerson,F,1963-07-06,curtis.wilkerson@outlook.com,8791036306,Delhi,Card1267,Credit,"Wright, Mcknight and Stephens",Gold,2028-09-23,M1267,Mayo Ltd,Grocery,Inda,L1267,Lucknow,Punjab,Inda
T1268,2024-03-26,40335.1,FAIL,atm,C1268,Hailey Cunningham,F,1977-02-11,hailey.cunningham@yahoo.com,8414404120,Kolkata,Card1268,Debit,Price-White,Gold,2030-02-07,M1268,Harper-Johnson,Electronics,Inda,L1268,Lucknow,Tamil Nadu,India
T1269,2025-03-12,29030.1,FAIL,POS,C1269,William Moreno,M,1997-06-14,william.moreno@rediffmail.com,6640159181,Hyderabad,Card1269,Debit,"Key, Dickson and Garcia",Gold,2027-11-11,M1269,"Allen, Ferguson and Moody",Retail,India,L1269,Chennai,Kerala,india
T1270,2025-01-14,83384.98,Failed,POS,C1270,Vickie Price,O,1948-04-11,vickie.price@outlook.com,9050043433,Ahmedabad,Card1270,Debit,Thompson PLC,Silver,2027-05-04,M1270,Drake-Wolfe,Travel,India,L1270,Kochi,Kerala,india
T1271,2025-05-31,19323.43,FAIL,atm,C1271,Heather Bradley,O,1984-09-23,heather.bradley@outlook.com,9768757751,Bangalore,Card1271,Credit,Hart and Sons,Platinum,2025-09-17,M1271,Weaver-Thompson,Retail,Inda,L1271,Chandigarh,Tamil Nadu,India
T1272,2023-07-21,10023.43,Failed,ATM,C1272,Daniel Fox,M,1950-08-13,daniel.fox@rediffmail.com,8408044832,Chennai,Card1272,Debit,Rivera PLC,Silver,2025-12-13,M1272,Drake LLC,Electronics,Inda,L1272,Chennai,Karnataka,Inda
T1273,2024-12-29,75263.76,sucsess,Online,C1273,Charles Bush,F,1956-07-19,charles.bush@gmail.com,6343381275,Bangalore,Card1273,Debit,Schroeder PLC,Gold,2028-03-23,M1273,Yu-Brooks,Retail,india,L1273,Delhi,Karnataka,india
T1274,2024-11-17,42432.87,FAIL,pos,C1274,Eric Taylor,M,1971-05-24,eric.taylor@gmail.com,7340629397,Bangalore,Card1274,Debit,Oconnor Group,Platinum,2030-06-16,M1274,"Yu, Banks and Thompson",Grocery,India,L1274,Bangalore,Gujarat,india
T1275,2024-08-31,28017.88,sucsess,POS,C1275,Kevin Thompson,O,1991-09-02,kevin.thompson@rediffmail.com,7550753311,Chandigarh,Card1275,Debit,Gross-Phillips,Gold,2028-07-04,M1275,Daniel Ltd,Electronics,india,L1275,Delhi,Telangana,india
T1276,2024-09-08,64679.68,Success,atm,C1276,Lance Mccall,F,1971-02-14,lance.mccall@outlook.com,123,Bangalore,Card1276,Credit,"Walker, Cunningham and Zuniga",Gold,2030-04-20,M1276,Rivera Inc,Electronics,india,L1276,Chandigarh,Maharashtra,Inda
T1277,2023-12-23,1035.39,Success,ATM,C1277,Stephen Davis,O,1968-01-28,stephen.davis@rediffmail.com,8936388913,Hyderabad,Card1277,Credit,"Santiago, Daniel and Rogers",Platinum,2028-03-10,M1277,Baker and Sons,Grocery,India,L1277,Ahmedabad,Telangana,India
T1278,2024-12-11,63879.77,Success,ATM,C1278,Brian Smith,O,1949-02-01,brian.smith@yahoo.com,123,Chandigarh,Card1278,Debit,Kim-Barnes,Silver,2028-06-14,M1278,Wilkerson Group,Grocery,India,L1278,Kochi,Tamil Nadu,Inda
T1279,2025-05-06,94313.11,Success,ATM,C1279,Ashley Mendoza,F,1970-03-30,ashley.mendoza@yahoo.com,8169652549,Lucknow,Card1279,Debit,"Curtis, Mcdaniel and Martin",Platinum,2028-06-17,M1279,Lloyd Inc,Travel,Inda,L1279,Bangalore,Delhi,India
T1280,2024-02-06,31149.51,Success,Online,C1280,Brian Peterson,F,1945-11-03,brian.peterson@rediffmail.com,9105079402,Lucknow,Card1280,Credit,Martin-Jones,Platinum,2028-03-08,M1280,Morgan PLC,Travel,India,L1280,Mumbai,Gujarat,India
T1281,2025-05-15,84784.45,Success,POS,C1281,Matthew Lawson,M,1977-04-28,matthew.lawson@outlook.com,7976765000,Ahmedabad,Card1281,Credit,Moore-Garcia,Platinum,2025-09-26,M1281,Mccann Group,Retail,Inda,L1281,Bangalore,Punjab,India
T1282,2024-12-14,78314.62,sucsess,atm,C1282,Douglas Young,F,1982-03-07,douglas.young@gmail.com,9256037863,Kochi,Card1282,Credit,Long PLC,Silver,2030-01-25,M1282,Hernandez-Ward,Retail,Inda,L1282,Delhi,Kerala,India
T1283,2024-05-19,14647.91,sucsess,ATM,C1283,Lori Castillo,O,1950-06-09,lori.castillo@rediffmail.com,9110155635,Hyderabad,Card1283,Debit,Johnson and Sons,Silver,2027-12-24,M1283,"Carter, Miller and Anthony",Grocery,India,L1283,Delhi,Punjab,Inda
T1284,2024-02-16,41927.66,Failed,Online,C1284,Steven Baker,F,1997-11-19,steven.baker@yahoo.com,7736695359,Bangalore,Card1284,Debit,"Stephens, Lopez and Mcclure",Silver,2028-11-07,M1284,Lopez-Williams,Grocery,india,L1284,Kochi,Delhi,India
T1285,2024-05-28,76576.72,Success,Online,C1285,Derrick Brown,M,1976-02-14,derrick.brown@outlook.com,9219300121,Delhi,Card1285,Debit,"Contreras, Miller and Cooper",Gold,2027-09-18,M1285,"Gutierrez, Avila and Perez",Travel,Inda,L1285,Delhi,Tamil Nadu,India
T1286,2023-08-08,37954.38,Success,ATM,C1286,Jennifer Nichols,M,2001-09-09,jennifer.nichols@gmail.com,123,Kolkata,Card1286,Debit,Armstrong-Young,Gold,2028-10-06,M1286,Miller-Orr,Electronics,Inda,L1286,Mumbai,Maharashtra,India
T1287,2024-12-27,24792.45,Fraudulent,POS,C1287,Kellie Duncan,O,1946-11-02,kellie.duncan@yahoo.com,9634697582,Kochi,Card1287,Debit,"Hernandez, Avery and Cole",Silver,2029-09-28,M1287,Stanton and Sons,Retail,India,L1287,Chandigarh,Uttar Pradesh,Inda
T1288,2023-09-28,45262.8,Failed,pos,C1288,Michael Harris,M,1947-05-18,michael.harris@rediffmail.com,8549456762,Kolkata,Card1288,Debit,"Hernandez, Larson and Flores",Platinum,2029-01-27,M1288,"Sloan, Jones and Hughes",Travel,india,L1288,Chandigarh,Maharashtra,India
T1289,2024-04-25,64570.95,Fraudulent,Online,C1289,Kelly Stark,F,1982-01-15,kelly.stark@outlook.com,6464448331,Chandigarh,Card1289,Credit,Buchanan PLC,Silver,2028-03-31,M1289,"Mills, Barnes and Perry",Retail,india,L1289,Bangalore,Punjab,India
